ID WHO city,iso3,country,city,pm10,Year,type_of_stations,pm10_type,pm25,pm25_type,reference,latitude,longitude,population,wbinc16_text,region,date_compiled,population_source,tempcov_PM10,tempcov_PM25,latitude_pop,longitude_pop,Region,region_abbr,tempcov_PM10_grad,tempcov_PM25_grad,conc_pm25,color_pm25,conc_pm10,color_pm10
NA,AUT,Austria,Lenzing,16.78744744,2016,1 Rural-Background,Measured,11.77854773,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.9719444,13.60083333,4971,High income,Eur_HI,2018,1 manual,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Leoben,20.50799835,2016,1 Urban-Background,Measured,14.4579954,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.3825,15.08916667,24598,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Lienz,15.73005209,2016,3 Urban-Background,Measured,11.09015244,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.827732,12.765622,11761,High income,Eur_HI,2018,3 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Liezen,12.93885991,2016,1 Suburban-Background,Measured,9.121805737,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.565439,14.244676,7964,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Linz,20.57579883,2016,"1 Suburban-Industrial, 3 Urban-Background, 3 Urban-Industrial, 3 Urban-Traffic",Measured,14.65472298,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.2973358,14.29827861,185739,High income,Eur_HI,2018,10 old database,0.999983737,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Lustenau,16.43363976,2016,"1 Suburban-Background, 1 Urban-Traffic",Measured,11.12054794,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.42132742,9.652097611,21181,High income,Eur_HI,2018,2 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Mistelbach,18.93218403,2016,1 Rural-Background,Measured,13.34705732,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.5786111,16.5805556,10963,High income,Eur_HI,2018,1 manual,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Modling,19.88233937,2016,1 Suburban-Background,Measured,14.01691019,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.0861111,16.3022222,20411,High income,Eur_HI,2018,1 old database,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Murzzuschlag,15.83030432,2016,1 Urban-Background,Measured,11.16025382,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.60472222,15.67305556,9038,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Natters,15.82251792,2016,1 Suburban-Traffic,Measured,11.15476446,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.2395528,11.390653,1854,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Oberschutzen,19.01816041,2016,1 Rural-Regional-Background,Measured,13.40767007,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.33941,16.20808,2393,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Obervellach-West,9.72603652,2016,1 Rural-Regional-Background,Measured,6.856787719,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.935,13.195833,5919,High income,Eur_HI,2018,1 calculated,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Peggau,20.76913551,2016,1 Rural-Regional-Background,Measured,14.64209527,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.20638889,15.34583333,2128,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Reichraming,6.82031243,2016,2 Rural-Remote-Background,Measured,5.22885749,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.8386111,14.44138889,1806,High income,Eur_HI,2018,2 manual,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,AUT,Austria,Salzburg,14.22384639,2016,3 Urban-Background,Measured,9.96174863,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.81333335,13.03499989,147337,High income,Eur_HI,2018,3 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,AUT,Austria,Sankt Andra,20.53586793,2016,1 Suburban-Background,Measured,14.47764325,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.763889,14.8222222,750,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Sankt Polten,17.7987946,2016,"2 Urban-Background, 1 Urban-Traffic",Measured,12.52560119,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.20876667,15.629578,125438,High income,Eur_HI,2018,3 manual,0.999886157,0.999886157,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Sankt Valentin,19.28485937,2016,1 Suburban-Background,Converted,13.59569097,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.19223,14.51954,5919,High income,Eur_HI,2018,1 calculated,NA,1,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Sankt Veit An Der Glan,17.54358378,2016,1 Suburban-Background,Measured,12.36810386,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.771111,14.36583333,12602,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Sankt Veit An Der Glan District,12.20295726,2016,1 Rural-Industrial,Measured,8.602999516,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.842,14.529,5919,High income,Eur_HI,2018,1 calculated,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Schondorf,16.41269245,2016,2 Suburban-Background,Measured,12.04710945,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.00083333,13.6675,5919,High income,Eur_HI,2018,2 calculated,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Schwechat,18.77684258,2016,3 Suburban-Background,Measured,12.91314768,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.145,16.48666629,16529,High income,Eur_HI,2018,3 old database,0.999886157,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Schweighof,8.80004365,2016,1 Rural-Regional-Background,Measured,6.203969222,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.34806,15.882222,5919,High income,Eur_HI,2018,1 calculated,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Spittal An Der Drau,17.08218801,2016,1 Urban-Background,Measured,12.04282307,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.80138889,13.49388889,15753,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Steyr,15.61723175,2016,2 Suburban-Background,Measured,10.73726898,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.04944444,14.44277778,38205,High income,Eur_HI,2018,2 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Steyregg,19.97276299,2016,2 Suburban-Background,Measured,13.83605447,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.27888889,14.36583333,4779,High income,Eur_HI,2018,2 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Stixneusiedl,18.00202101,2016,1 Rural-Background,Measured,12.6912989,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.050278,16.675278,5919,High income,Eur_HI,2018,1 calculated,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Stockerau,19.78754644,2016,1 Suburban-Background,Measured,13.95008184,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.385277,16.182222,15624,High income,Eur_HI,2018,1 old database,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Streithofen,14.04117444,2016,1 Rural-Background,Measured,9.898929771,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.27638889,15.935,5919,High income,Eur_HI,2018,1 calculated,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Tamsweg,13.51141516,2016,"2 Rural-Traffic, 1 Suburban-Background",Measured,9.525453184,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.14465778,13.60616444,5628,High income,Eur_HI,2018,3 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Thaures,13.76314886,2016,1 Rural-Regional-Background,Measured,9.702923681,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.8786111,15.04666667,128,High income,Eur_HI,2018,1 manual,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Traismauer,14.49976953,2016,1 Suburban-Background,Measured,10.2222361,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.35333333,15.74694444,5919,High income,Eur_HI,2018,1 manual,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Traun,18.59284727,2016,2 Suburban-Background,Measured,13.552827,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.2252778,14.23888889,23709,High income,Eur_HI,2018,2 manual,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Tulln An Der Donau,19.2380122,2016,1 Suburban-Background,Measured,13.56266404,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.329445,16.0625,15169,High income,Eur_HI,2018,1 manual,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Villach,18.30648803,2016,1 Urban-Background,Measured,12.90594602,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.6125,13.841389,59324,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Voitsberg,21.89962527,2016,1 Urban-Background,Measured,13.0518845,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.04472222,15.15277778,9619,High income,Eur_HI,2018,1 manual,0.999886157,0.999886157,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Vomp,15.10778151,2016,"1 Rural-Background, 2 Rural-Traffic",Measured,10.65088029,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.3491799,11.6928659,4657,High income,Eur_HI,2018,3 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Weiz,19.36642643,2016,1 Suburban-Background,Measured,11.43231073,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.215703,15.628392,11240,High income,Eur_HI,2018,1 old database,0.999886157,0.999886157,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Wels,18.58499635,2016,2 Suburban-Background,Measured,13.56582633,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.165,14.035556,58591,High income,Eur_HI,2018,2 old database,0.999943079,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Wien,18.74430914,2016,"7 Suburban-Background, 1 Suburban-Traffic, 13 Urban-Background, 3 Urban-Traffic",Measured,13.50623942,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.19680793,16.37844452,1652790,High income,Eur_HI,2018,24 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Wiener Neudorf,19.17810252,2016,1 Suburban-Traffic,Measured,12.51678273,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.08388889,16.33027778,8826,High income,Eur_HI,2018,1 old database,0.999886157,0.999886157,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Wiener Neustadt,20.32219138,2016,1 Suburban-Background,Measured,14.32700278,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.81416667,16.255,41305,High income,Eur_HI,2018,1 old database,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Wildon,17.56286141,2016,1 Rural-Background,Measured,12.38169445,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.87138889,15.49583333,252,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Wolfsberg,20.71180207,2016,1 Urban-Background,Measured,15.54652283,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.835,14.84361111,24981,High income,Eur_HI,2018,1 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,AUT,Austria,Worgl,14.05767072,2016,1 Suburban-Background,Measured,9.910559533,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.4885583,12.066633,12751,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Zell,20.98772777,2016,1 Rural-Background,Measured,14.79620128,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.61027778,14.39833333,624,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Zeltweg,17.37537917,2016,1 Suburban-Background,Measured,12.24952078,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.1925,14.753333,7176,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Ziersdorf,18.13904751,2016,1 Rural-Regional-Background,Measured,12.78790162,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.52888889,15.94277778,3300,High income,Eur_HI,2018,1 manual,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,BEL,Belgium,Aarschot,19.66007309,2016,1 Suburban-Background,Measured,12.87739835,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.97754138,4.837618016,28647,High income,Eur_HI,2018,1 old database,0.996812386,0.996812386,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,BEL,Belgium,Andenne,15.25141272,2016,1 Rural-Background,Measured,9.67980659,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.50271634,4.988422954,25537,High income,Eur_HI,2018,1 old database,0.9965847,0.9965847,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,BEL,Belgium,Antwerpen,22.81679865,2016,"3 Suburban-Background, 2 Suburban-Industrial, 3 Urban-Background, 1 Urban-Industrial, 3 Urban-Traffic",Measured,13.90451339,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.2457195,4.392938688,993511,High income,Eur_HI,2018,12 UN 2015,0.986304645,0.984744991,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,BEL,Belgium,Baelen,12.93463228,2016,1 Suburban-Background,Measured,8.51761089,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.61227753,5.992752719,4386,High income,Eur_HI,2018,1 manual,0.997836976,0.997836976,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,BEL,Belgium,Berchem-Sainte-Agathe,16.6797232,2016,1 Suburban-Background,Measured,12.28969395,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.85803059,4.288336366,24701,High income,Eur_HI,2018,1 manual,0.87192623,0.870446266,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,BEL,Belgium,Bertrix,11.74986376,2016,1 Rural-Background,Measured,7.7644359,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.87712849,5.202387467,8422,High income,Eur_HI,2018,1 old database,0.984858834,0.984858834,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,BEL,Belgium,Beveren,22.90996192,2016,3 Suburban-Industrial,Measured,15.21495623,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.2434444,4.240093603,46588,High income,Eur_HI,2018,3 manual,0.972677596,0.995901639,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,BEL,Belgium,Boom,20.60280192,2016,1 Suburban-Background,Measured,12.90279048,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.09200004,4.380103545,17042,High income,Eur_HI,2018,1 old database,0.995446266,0.995446266,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,BEL,Belgium,Brugge,20.75008062,2016,1 Urban-Background,Converted,13.03867403,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.21346322,3.234066102,117604,High income,Eur_HI,2018,1 old database,NA,0.989071038,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,10-<15,yellow,20-<30,yellow
NA,BEL,Belgium,Bruxelles,22.71528372,2016,"1 Suburban-Background, 1 Suburban-Industrial",Measured,15.69243639,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.88933019,4.387840475,2044993,High income,Eur_HI,2018,2 UN 2015,0.938353825,0.954918033,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,BEL,Belgium,Charleroi,21.65282815,2016,"2 Suburban-Background, 1 Suburban-Industrial, 1 Urban-Background",Measured,12.67036659,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.40592729,4.432862552,392863,High income,Eur_HI,2018,4 UN 2015,0.99080715,0.99080715,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,BEL,Belgium,Chatelet,18.91269751,2016,1 Suburban-Background,Measured,11.74377386,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.41643336,4.521130208,36093,High income,Eur_HI,2018,1 old database,0.996812386,0.996812386,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,BEL,Belgium,Chaumont-Gistoux,17.31781434,2016,1 Rural-Background,Measured,11.44219604,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.6554391,4.668287683,11737,High income,Eur_HI,2018,1 manual,0.996470856,0.996470856,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,BEL,Belgium,Damme,18.81429388,2016,1 Rural-Background,Measured,11.99639794,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.25457362,3.362535889,10945,High income,Eur_HI,2018,1 manual,0.995560109,0.995560109,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,BEL,Belgium,Dessel,20.10228024,2016,2 Rural-Background,Measured,12.24693316,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.23225491,5.108641069,9185,High income,Eur_HI,2018,2 old database,0.998520036,0.984232696,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,BEL,Belgium,Destelbergen,21.93600549,2016,1 Suburban-Background,Measured,14.00973431,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.0612777,3.77526239,17672,High income,Eur_HI,2018,1 old database,0.994080146,0.994080146,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,BEL,Belgium,Diepenbeek,21.64931584,2016,1 Urban-Industrial,Measured,13.53859749,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.92789184,5.470620037,19086,High income,Eur_HI,2018,1 manual,0.998406193,0.998406193,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,BEL,Belgium,Engis,23.98151899,2016,1 Suburban-Industrial,Measured,12.53248542,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.58361435,5.39744605,5762,High income,Eur_HI,2018,1 old database,0.9768898,0.9768898,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
