,Indicator,Continent,Country,Year,Gender,Cause,Average_death_Value
1510,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritius,2016,Male,Ischaemic heart disease,22.366666666666664
1514,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Both sexes,Lower respiratory infections,22.72
1516,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sierra Leone,2016,Male,Lower respiratory infections,23.236666666666668
1520,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea,2016,Male,Lower respiratory infections,23.180000000000003
1521,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zambia,2016,Both sexes,Total,22.77
1523,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zimbabwe,2016,Both sexes,Total,23.02666666666667
1524,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Male,Lower respiratory infections,22.933333333333334
1525,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Both sexes,Lower respiratory infections,23.043333333333333
1527,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ghana,2016,Male,Lower respiratory infections,23.133333333333336
1532,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zambia,2016,Male,Total,23.126666666666665
1533,Ambient air pollution attributable death rate (per 100 000 population),Africa,Rwanda,2016,Female,Total,23.256666666666664
1535,Ambient air pollution attributable death rate (per 100 000 population),Africa,Liberia,2016,Male,Total,23.566666666666663
1541,Ambient air pollution attributable death rate (per 100 000 population),Africa,Rwanda,2016,Both sexes,Total,23.756666666666664
1542,Ambient air pollution attributable death rate (per 100 000 population),Africa,Liberia,2016,Both sexes,Total,23.936666666666667
1549,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritania,2016,Both sexes,Lower respiratory infections,23.91333333333333
1552,Ambient air pollution attributable death rate (per 100 000 population),Africa,Liberia,2016,Female,Total,24.330000000000002
1553,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Male,Lower respiratory infections,24.11
1557,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Male,Lower respiratory infections,24.256666666666664
1562,Ambient air pollution attributable death rate (per 100 000 population),Africa,Rwanda,2016,Male,Total,24.25333333333333
1564,Ambient air pollution attributable death rate (per 100 000 population),Africa,Seychelles,2016,Male,Ischaemic heart disease,24.090000000000003
1565,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zimbabwe,2016,Female,Total,24.436666666666667
1569,Ambient air pollution attributable death rate (per 100 000 population),Africa,Madagascar,2016,Female,Total,24.606666666666666
1579,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Female,Lower respiratory infections,24.830000000000002
1581,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Female,Ischaemic heart disease,24.72
1582,Ambient air pollution attributable death rate (per 100 000 population),Africa,Togo,2016,Male,Lower respiratory infections,24.94666666666667
1589,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Both sexes,Lower respiratory infections,25.096666666666664
1596,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Male,Lower respiratory infections,25.366666666666664
1602,Ambient air pollution attributable death rate (per 100 000 population),Africa,Madagascar,2016,Both sexes,Total,25.75333333333333
1609,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Female,Total,26.169999999999998
1612,Ambient air pollution attributable death rate (per 100 000 population),Africa,Côte d’Ivoire,2016,Both sexes,Lower respiratory infections,26.293333333333333
1613,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Both sexes,Total,26.363333333333333
1617,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Male,Total,26.493333333333336
1619,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Female,Total,26.293333333333333
1622,Ambient air pollution attributable death rate (per 100 000 population),Africa,United Republic of Tanzania,2016,Female,Total,26.34
1628,Ambient air pollution attributable death rate (per 100 000 population),Africa,Madagascar,2016,Male,Total,26.886666666666667
1629,Ambient air pollution attributable death rate (per 100 000 population),Africa,United Republic of Tanzania,2016,Both sexes,Total,26.786666666666665
1631,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Both sexes,Total,26.906666666666666
1634,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Female,Ischaemic heart disease,27.159999999999997
1639,Ambient air pollution attributable death rate (per 100 000 population),Africa,United Republic of Tanzania,2016,Male,Total,27.213333333333335
1641,Ambient air pollution attributable death rate (per 100 000 population),Africa,Comoros,2016,Female,Total,27.51666666666667
1642,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritania,2016,Male,Lower respiratory infections,27.47666666666667
1644,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Male,Total,27.536666666666665
1649,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Female,Lower respiratory infections,27.790000000000003
1660,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Both sexes,Lower respiratory infections,28.213333333333335
1662,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Both sexes,Ischaemic heart disease,28.14333333333333
1668,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Female,Lower respiratory infections,28.543333333333333
1669,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Male,Lower respiratory infections,28.636666666666667
1670,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Male,Total,28.77
1677,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ethiopia,2016,Female,Total,29.27333333333333
1678,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Both sexes,Total,29.436666666666667
1681,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Both sexes,Lower respiratory infections,29.590000000000003
1686,Ambient air pollution attributable death rate (per 100 000 population),Africa,Côte d’Ivoire,2016,Male,Lower respiratory infections,29.933333333333334
1688,Ambient air pollution attributable death rate (per 100 000 population),Africa,Comoros,2016,Both sexes,Total,29.966666666666665
1689,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Female,Total,29.893333333333334
1691,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Female,Total,30.066666666666663
1692,Ambient air pollution attributable death rate (per 100 000 population),Africa,Angola,2016,Male,Total,29.889999999999997
1695,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Both sexes,"Trachea, bronchus, lung cancers",3.043333333333333
1702,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Female,Chronic obstructive pulmonary disease,3.09
1712,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Both sexes,Chronic obstructive pulmonary disease,3.153333333333333
1716,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Male,Chronic obstructive pulmonary disease,3.1566666666666663
1717,Ambient air pollution attributable death rate (per 100 000 population),Africa,Algeria,2016,Male,Chronic obstructive pulmonary disease,3.14
1727,Ambient air pollution attributable death rate (per 100 000 population),Africa,Côte d’Ivoire,2016,Both sexes,Chronic obstructive pulmonary disease,3.233333333333333
1729,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zimbabwe,2016,Both sexes,Stroke,3.233333333333333
1734,Ambient air pollution attributable death rate (per 100 000 population),Africa,Togo,2016,Male,Chronic obstructive pulmonary disease,3.22
1735,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gabon,2016,Female,Chronic obstructive pulmonary disease,3.206666666666667
1754,Ambient air pollution attributable death rate (per 100 000 population),Africa,Togo,2016,Both sexes,Chronic obstructive pulmonary disease,3.276666666666667
1758,Ambient air pollution attributable death rate (per 100 000 population),Africa,Senegal,2016,Male,Chronic obstructive pulmonary disease,3.27
1762,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Both sexes,Chronic obstructive pulmonary disease,3.35
1763,Ambient air pollution attributable death rate (per 100 000 population),Africa,United Republic of Tanzania,2016,Both sexes,Stroke,3.2600000000000002
1768,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mozambique,2016,Male,Stroke,3.26
1769,Ambient air pollution attributable death rate (per 100 000 population),Africa,Angola,2016,Male,Stroke,3.2466666666666666
1771,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Both sexes,Chronic obstructive pulmonary disease,3.276666666666667
1773,Ambient air pollution attributable death rate (per 100 000 population),Africa,Togo,2016,Female,Chronic obstructive pulmonary disease,3.3333333333333335
1775,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Both sexes,Chronic obstructive pulmonary disease,3.3033333333333332
1778,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Both sexes,Chronic obstructive pulmonary disease,3.3333333333333335
1786,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Both sexes,Chronic obstructive pulmonary disease,3.3366666666666664
1787,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Female,Chronic obstructive pulmonary disease,3.3366666666666664
1790,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zambia,2016,Female,Stroke,3.3633333333333333
1795,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Both sexes,Chronic obstructive pulmonary disease,3.3666666666666667
1801,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cabo Verde,2016,Male,Chronic obstructive pulmonary disease,3.44
1806,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Male,Chronic obstructive pulmonary disease,3.3966666666666665
1807,Ambient air pollution attributable death rate (per 100 000 population),Africa,Congo,2016,Female,Chronic obstructive pulmonary disease,3.4299999999999997
1815,Ambient air pollution attributable death rate (per 100 000 population),Africa,Liberia,2016,Male,Stroke,3.4466666666666668
1820,Ambient air pollution attributable death rate (per 100 000 population),Africa,Uganda,2016,Male,Stroke,3.4433333333333334
1822,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Female,Chronic obstructive pulmonary disease,3.5100000000000002
1824,Ambient air pollution attributable death rate (per 100 000 population),Africa,Rwanda,2016,Male,Stroke,3.4733333333333327
1826,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Male,"Trachea, bronchus, lung cancers",3.516666666666667
1832,Ambient air pollution attributable death rate (per 100 000 population),Africa,Côte d’Ivoire,2016,Male,Chronic obstructive pulmonary disease,3.6
1835,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Female,Chronic obstructive pulmonary disease,3.53
1849,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Male,Chronic obstructive pulmonary disease,3.58
1852,Ambient air pollution attributable death rate (per 100 000 population),Africa,United Republic of Tanzania,2016,Female,Stroke,3.58
1859,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Male,Chronic obstructive pulmonary disease,3.6533333333333338
1865,Ambient air pollution attributable death rate (per 100 000 population),Africa,Djibouti,2016,Male,Chronic obstructive pulmonary disease,3.6533333333333338
1871,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mali,2016,Female,Chronic obstructive pulmonary disease,3.7133333333333334
1874,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cabo Verde,2016,Both sexes,Chronic obstructive pulmonary disease,3.7300000000000004
1877,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mozambique,2016,Both sexes,Stroke,3.6933333333333334
1881,Ambient air pollution attributable death rate (per 100 000 population),Africa,Angola,2016,Both sexes,Stroke,3.6933333333333334
1886,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Female,Chronic obstructive pulmonary disease,3.7099999999999995
1910,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Both sexes,Chronic obstructive pulmonary disease,3.8966666666666665
1911,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Both sexes,Chronic obstructive pulmonary disease,3.8033333333333332
1912,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zimbabwe,2016,Female,Stroke,3.9033333333333338
1913,Ambient air pollution attributable death rate (per 100 000 population),Africa,Rwanda,2016,Both sexes,Stroke,3.7966666666666664
1914,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Both sexes,Chronic obstructive pulmonary disease,3.9066666666666667
1915,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Both sexes,Chronic obstructive pulmonary disease,3.85
1918,Ambient air pollution attributable death rate (per 100 000 population),Africa,Liberia,2016,Both sexes,Stroke,3.9033333333333338
1925,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mozambique,2016,Male,Ischaemic heart disease,3.853333333333333
1928,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Male,Stroke,3.89
1937,Ambient air pollution attributable death rate (per 100 000 population),Africa,Seychelles,2016,Both sexes,Chronic obstructive pulmonary disease,4.08
1940,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cabo Verde,2016,Female,Chronic obstructive pulmonary disease,4.02
1941,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Male,Stroke,3.9899999999999998
1945,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Female,Chronic obstructive pulmonary disease,3.98
1952,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Male,Chronic obstructive pulmonary disease,4.013333333333334
1957,Ambient air pollution attributable death rate (per 100 000 population),Africa,Angola,2016,Both sexes,Total,30.26
1963,Ambient air pollution attributable death rate (per 100 000 population),Africa,Congo,2016,Male,Total,30.55666666666667
1964,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Male,Lower respiratory infections,30.573333333333334
1966,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Male,Lower respiratory infections,30.633333333333336
1967,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Both sexes,Lower respiratory infections,30.636666666666667
1970,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Both sexes,Total,30.796666666666667
1971,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Female,Lower respiratory infections,30.713333333333335
1972,Ambient air pollution attributable death rate (per 100 000 population),Africa,Angola,2016,Female,Total,30.636666666666667
1991,Ambient air pollution attributable death rate (per 100 000 population),Africa,Seychelles,2016,Female,Total,31.560000000000002
1992,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Male,Total,31.686666666666667
1994,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Male,Ischaemic heart disease,31.49666666666667
1999,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritius,2016,Female,Total,32.23333333333333
2004,Ambient air pollution attributable death rate (per 100 000 population),Africa,Comoros,2016,Male,Total,32.35
2006,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ethiopia,2016,Both sexes,Total,32.25
2007,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Both sexes,Ischaemic heart disease,32.20333333333333
2008,Ambient air pollution attributable death rate (per 100 000 population),Africa,Algeria,2016,Female,Total,32.410000000000004
2009,Ambient air pollution attributable death rate (per 100 000 population),Africa,Uganda,2016,Male,Total,32.419999999999995
2010,Ambient air pollution attributable death rate (per 100 000 population),Africa,Uganda,2016,Both sexes,Total,32.49
2011,Ambient air pollution attributable death rate (per 100 000 population),Africa,Uganda,2016,Female,Total,32.57666666666666
2017,Ambient air pollution attributable death rate (per 100 000 population),Africa,Congo,2016,Both sexes,Total,32.77
2025,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gabon,2016,Male,Total,33.300000000000004
2026,Ambient air pollution attributable death rate (per 100 000 population),Africa,Senegal,2016,Female,Total,33.28333333333333
2028,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gambia,2016,Female,Total,33.32666666666666
2035,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Female,Lower respiratory infections,33.71333333333333
2045,Ambient air pollution attributable death rate (per 100 000 population),Africa,Senegal,2016,Both sexes,Total,34.153333333333336
2048,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gabon,2016,Both sexes,Total,34.4
2050,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Female,Lower respiratory infections,34.65
2051,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Female,Total,34.919999999999995
2052,Ambient air pollution attributable death rate (per 100 000 population),Africa,Congo,2016,Female,Total,34.99
2053,Ambient air pollution attributable death rate (per 100 000 population),Africa,Senegal,2016,Male,Total,35.096666666666664
2054,Ambient air pollution attributable death rate (per 100 000 population),Africa,Algeria,2016,Both sexes,Total,35.03666666666667
2058,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ethiopia,2016,Male,Total,35.25
2059,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gabon,2016,Female,Total,35.39000000000001
2060,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Africa,2016,Female,Total,35.53333333333333
2063,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Both sexes,Lower respiratory infections,35.6
2069,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Male,Lower respiratory infections,36.57333333333333
2071,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Female,Total,36.449999999999996
2079,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Female,Ischaemic heart disease,37.07333333333333
2082,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Both sexes,Total,37.199999999999996
2083,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea-Bissau,2016,Female,Total,37.22666666666667
2086,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gambia,2016,Both sexes,Total,37.35666666666666
2088,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Female,Lower respiratory infections,37.73333333333333
2089,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Both sexes,Lower respiratory infections,37.49
2092,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Male,Ischaemic heart disease,37.49666666666667
2093,Ambient air pollution attributable death rate (per 100 000 population),Africa,Algeria,2016,Male,Total,37.61333333333334
2097,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritius,2016,Both sexes,Total,38.14333333333333
2098,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Male,Total,37.94
2102,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea-Bissau,2016,Both sexes,Total,38.14000000000001
2105,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Female,Total,38.303333333333335
2108,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mali,2016,Male,Total,38.550000000000004
2109,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Both sexes,Total,38.34
2112,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Both sexes,Total,38.57
2118,Ambient air pollution attributable death rate (per 100 000 population),Africa,Djibouti,2016,Female,Total,39.050000000000004
2122,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea-Bissau,2016,Male,Total,39.126666666666665
2123,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Female,Total,39.16
2124,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Male,Total,39.13333333333333
2125,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ghana,2016,Male,Total,39.31
2132,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Male,Total,39.54333333333333
2133,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Both sexes,Lower respiratory infections,40.03666666666667
2139,Ambient air pollution attributable death rate (per 100 000 population),Africa,Uganda,2016,Both sexes,Stroke,4.03
2142,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mali,2016,Both sexes,Chronic obstructive pulmonary disease,4.126666666666666
2143,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zimbabwe,2016,Male,Ischaemic heart disease,4.0
2147,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Male,Chronic obstructive pulmonary disease,4.076666666666667
2148,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mozambique,2016,Female,Stroke,4.116666666666667
2155,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mozambique,2016,Both sexes,Ischaemic heart disease,4.06
2156,Ambient air pollution attributable death rate (per 100 000 population),Africa,Angola,2016,Female,Stroke,4.113333333333333
2157,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Male,Chronic obstructive pulmonary disease,4.236666666666667
2159,Ambient air pollution attributable death rate (per 100 000 population),Africa,Rwanda,2016,Female,Stroke,4.133333333333334
2168,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Female,Chronic obstructive pulmonary disease,4.206666666666667
2180,Ambient air pollution attributable death rate (per 100 000 population),Africa,Malawi,2016,Female,Ischaemic heart disease,4.18
2185,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Both sexes,Chronic obstructive pulmonary disease,4.236666666666667
2189,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Male,Stroke,4.403333333333333
2192,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mozambique,2016,Female,Ischaemic heart disease,4.253333333333333
2195,Ambient air pollution attributable death rate (per 100 000 population),Africa,Liberia,2016,Female,Stroke,4.37
2208,Ambient air pollution attributable death rate (per 100 000 population),Africa,Senegal,2016,Male,Stroke,4.343333333333334
2213,Ambient air pollution attributable death rate (per 100 000 population),Africa,Comoros,2016,Female,Stroke,4.433333333333334
2214,Ambient air pollution attributable death rate (per 100 000 population),Africa,Congo,2016,Male,Stroke,4.376666666666666
2216,Ambient air pollution attributable death rate (per 100 000 population),Africa,Malawi,2016,Both sexes,Ischaemic heart disease,4.36
2217,Ambient air pollution attributable death rate (per 100 000 population),Africa,Comoros,2016,Both sexes,Stroke,4.423333333333333
2220,Ambient air pollution attributable death rate (per 100 000 population),Africa,Comoros,2016,Male,Stroke,4.3999999999999995
2222,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Female,Chronic obstructive pulmonary disease,4.446666666666666
2226,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Africa,2016,Female,Chronic obstructive pulmonary disease,4.57
2228,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mali,2016,Male,Chronic obstructive pulmonary disease,4.533333333333334
2240,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ethiopia,2016,Male,Stroke,4.5200000000000005
2244,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Female,Chronic obstructive pulmonary disease,4.56
2247,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Both sexes,Stroke,4.53
2251,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritania,2016,Male,Stroke,4.55
2257,Ambient air pollution attributable death rate (per 100 000 population),Africa,Malawi,2016,Male,Ischaemic heart disease,4.556666666666667
2259,Ambient air pollution attributable death rate (per 100 000 population),Africa,Uganda,2016,Female,Stroke,4.609999999999999
2261,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Male,Stroke,4.64
2264,Ambient air pollution attributable death rate (per 100 000 population),Africa,Rwanda,2016,Female,Ischaemic heart disease,4.596666666666667
2269,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Both sexes,Chronic obstructive pulmonary disease,4.666666666666667
2286,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Both sexes,Stroke,4.783333333333334
2290,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mali,2016,Male,Stroke,4.683333333333334
2293,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Male,Chronic obstructive pulmonary disease,4.736666666666667
2294,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ethiopia,2016,Both sexes,Stroke,4.733333333333333
2298,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Male,Stroke,4.783333333333333
2300,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Male,Chronic obstructive pulmonary disease,4.773333333333333
2301,Ambient air pollution attributable death rate (per 100 000 population),Africa,Rwanda,2016,Both sexes,Ischaemic heart disease,4.7
2306,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Male,Stroke,4.763333333333333
2307,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Male,Stroke,4.75
2314,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Male,Chronic obstructive pulmonary disease,4.943333333333333
2326,Ambient air pollution attributable death rate (per 100 000 population),Africa,Rwanda,2016,Male,Ischaemic heart disease,4.83
2331,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gambia,2016,Female,Stroke,4.896666666666667
2335,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Male,Chronic obstructive pulmonary disease,5.066666666666666
2336,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Both sexes,Chronic obstructive pulmonary disease,4.983333333333333
2339,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ethiopia,2016,Female,Stroke,4.96
2345,Ambient air pollution attributable death rate (per 100 000 population),Africa,Madagascar,2016,Female,Ischaemic heart disease,4.903333333333333
2346,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea-Bissau,2016,Male,Stroke,4.93
2347,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gambia,2016,Both sexes,Stroke,4.943333333333333
2348,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ghana,2016,Male,Stroke,4.95
2355,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Female,Chronic obstructive pulmonary disease,5.1066666666666665
2361,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gambia,2016,Male,Stroke,4.9799999999999995
2366,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea,2016,Female,Total,40.27
2368,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Both sexes,Total,40.13999999999999
2369,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Male,Total,40.333333333333336
2372,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Both sexes,Ischaemic heart disease,40.906666666666666
2373,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea,2016,Both sexes,Total,41.096666666666664
2374,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Africa,2016,Both sexes,Total,41.166666666666664
2375,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mali,2016,Both sexes,Total,41.19333333333333
2376,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cabo Verde,2016,Male,Total,41.18333333333333
2378,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Female,Total,41.13666666666666
2379,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cabo Verde,2016,Both sexes,Total,41.29
2380,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Male,Lower respiratory infections,41.25333333333334
2382,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cabo Verde,2016,Female,Total,41.56333333333333
2385,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gambia,2016,Male,Total,41.483333333333334
